name,address,lng,lat
有限会社　リンデンケア,東京都文京区小石川３－２７－６コスモ小石川１０２,139.7507,35.713
ケアステーションふくしあ文京,東京都文京区本駒込４－３９－２－１０３,139.75757,35.73256
有限会社　あけぼの,東京都台東区浅草橋五丁目５番１０号イトウ第二ビル１階,139.78093,35.69984
株式会社　大起エンゼルヘルプ　台東ケアセンター,東京都台東区浅草７－５－４,139.80212,35.71707
ホームヘルプサービス　ソラスト台東,東京都台東区台東２－３－６ソラスト台東ビル,139.77986,35.70256
同愛サポート,東京都台東区下谷二丁目１２番２号,139.78322,35.72237
みのわホームヘルプステーション,東京都台東区三ノ輪一丁目２７番１１号,139.79225,35.72925
ニチイケアセンター台東,東京都台東区元浅草１－１－８内山ビル１Ｆ,139.78471,35.70697
特定非営利活動法人　社会福祉サービス　マザリーエフ,東京都台東区根岸５－１０－１３,139.78711,35.72751
おおきなき台東,東京都台東区上野７－１１－７　川村ビル６０１,139.78001,35.71605
株式会社　ホクリン,東京都台東区浅草２－２７－９－１０３クレッセントコート浅草,139.79526,35.71638
日本在宅サービス,東京都台東区東上野４－２６－７　三和ビル５Ｆ,139.78038,35.71487
ホームヘルプサービス・タンポポ,東京都台東区東浅草一丁目１１番５号,139.80042,35.72199
アイ愛介護サービス,東京都台東区池之端２－８－９,139.76674,35.71657
区民介護株式会社ほのぼのステーション上野,東京都台東区松が谷３－１３－５佐藤ビル１Ｆ,139.78749,35.71603
あやの実ヘルパーステーション,東京都台東区駒形二丁目１番２１号　リバーサイド駒形１Ｆ,139.79543,35.70667
ヘルパーステーション　ふるさと,東京都台東区千束４－３９－６　２階,139.79568,35.72524
いきいきらいふ　ケアサービス,東京都台東区北上野２－６－１４北上野ビル３階,139.78325,35.71608
有限会社さくらサービス,東京都台東区小島２－１７－８　ネギシセレッソ２０５,139.78308,35.70625
ゆうあい,東京都台東区清川２－２－３　,139.80348,35.72641
ケア２１台東,東京都台東区千束２－１－８三井ビル１階,139.79099,35.71947
ヨウコーフォレスト西台　訪問介護,東京都板橋区高島平１－３－１１,139.673,35.78206
ヘルパーステーション「あさがお」,東京都台東区竜泉三丁目１番２号,139.79535,35.7264
森田ケアーズ,東京都台東区駒形１－１２－１０－２０６,139.79547,35.70855
ブランジーケアサービス,東京都台東区浅草橋２－１６－５,139.78455,35.69964
有限会社　すずらん介護サービス,東京都台東区花川戸１－１３－７　第２エンゼルコーポ１階,139.79996,35.71346
ヘルパーステーションてぃーだ(太陽),東京都台東区橋場１－３４－７　,139.80678,35.72576
トキホームヘルプステイション台東,東京都台東区日本堤２－３１－６池田ビル１階,139.79716,35.72878
ヘルパーステーションハーモニー,東京都台東区日本堤１－３１－１,139.79713,35.72588
ラックすみだ,東京都墨田区京島１－４７－１７　２Ｆ,139.82175,35.71839
株式会社　東京介護サービス,東京都墨田区押上３－４３－４,139.81996,35.71097
本所介護サービス,東京都墨田区文花３－１４－４ＫＳビル２階,139.82599,35.71209
労協センター事業団　パル墨田,東京都墨田区向島３丁目３番１号チューブマンション２階,139.8078,35.71399
墨田ケアーズ,東京都墨田区両国２－６－１０－１０１,139.79179,35.69275
ニチイケアセンターおしあげ,東京都墨田区太平３－１９－５,139.81339,35.70256
みどりヘルパーステーション,東京都墨田区緑二丁目５番１２号,139.80118,35.69292
有限会社　日本ＧＭＤ,東京都墨田区菊川３－９－１　菊川ガーデンハウス１０３,139.80756,35.68823
労協センター事業団　あゆみケアサービス,東京都墨田区墨田五丁目４３番９号,139.81914,35.73397
さくら介護サービス,東京都墨田区向島４－１－１,139.81053,35.71589
なのはな福祉サービス曳舟訪問介護事業所,東京都墨田区東向島２－４６－１１,139.81859,35.71992
あおばヘルパーステーション,東京都墨田区京島１－１１－６ＪＢパレス,139.81757,35.71528
有限会社　ケイズフォレスト,東京都墨田区両国２－８－８上田ビル２階,139.79167,35.69337
有限会社　ほほえみ介護サービス,東京都墨田区業平２－８－６-１０１,139.8123,35.70731
ジャスト・ケアサービス,東京都墨田区東向島三丁目３６番３号,139.81656,35.72113
ケア２１墨田,東京都墨田区八広１－７－３０,139.82236,35.72169
ケアサービス　ひろば,東京都墨田区押上二丁目３０番１６号　,139.81487,35.71463
ヘルパーステーション　和翔苑,東京都墨田区八広六丁目５５番１７号,139.83116,35.72396
ファミリーケアネット,東京都墨田区東駒形４－１１－３,139.80675,35.7063
なのはな福祉サービス大正通り　訪問介護事業所,東京都墨田区東向島４－４２－４,139.81876,35.72688
ハローケア,東京都墨田区文花３－２４－１４,139.82814,35.71176
テルウェル東日本　墨田介護センタ,東京都墨田区墨田４－１０－６　メゾンノースⅡ１階,139.82101,35.73236
アースサポート墨田,東京都墨田区東向島三丁目３６番８号,139.81656,35.72113
ニチイケアセンター墨田,東京都墨田区東向島６－３２－３宮川ビル１階,139.82071,35.72444
有限会社　ティーワイプランニング,東京都墨田区向島５－３４－６ＭＳビル１Ｆ,139.81133,35.71729
櫻川ヘルパーステーション,東京都墨田区堤通１－９－８,139.81139,35.72465
らいふ十人会,東京都墨田区緑４－５－１０,139.80626,35.69319
ケアステーション　ひまわり,東京都台東区根岸５－２４－７野中第三ビル３０１,139.79187,35.73083
有限会社　サン介護センター,東京都江東区東砂１－６－５,139.84055,35.68125
有限会社　ケア・けんこう,東京都江東区北砂６－１９－３　,139.83856,35.68521
あそかライフサービス株式会社,東京都江東区住吉１－１６－１３富士工第２ビル３階,139.81277,35.68925
株式会社　アンシンケアサービス,東京都江東区東陽五丁目２６番１５号,139.81448,35.67107
フォービスライフ江東,東京都江東区亀戸６－２５－１,139.826,35.69578
江東ヘルパーステーション,東京都江東区南砂２－３７－１０－４０７,139.8255,35.67119
ニチイケアセンター門前仲町,東京都江東区牡丹３－１５－１　Ｍ・Ｉビル２階,139.80034,35.66901
城東介護センタータカヤマ,東京都江東区北砂３－２３－９,139.8304,35.68114
さわやか介護センター,東京都江東区森下３－１０－２２広瀬ビル１０２,139.80188,35.68619
ニチイケアセンター大島,東京都江東区大島５－１０－１０　セントラルプラザ大島４０４,139.83414,35.68932
株式会社　コウベ,東京都江東区南砂２丁目１２番１３号,139.82083,35.67321
株式会社　エスパーズ　プランニング,東京都江東区牡丹３－３－６村井ビル１階,139.79852,35.66843
東京高齢協　江東さざんか,東京都江東区東陽４－５－１１川崎ビル２０５,139.81895,35.67032
ベストケアセンター江東,東京都江東区南砂３－１３－１０,139.83334,35.67126
フジナミケア・手と手,東京都江東区東陽５－３０－１６とびたビル５階,139.81549,35.67351
ブライトケアー,東京都墨田区菊川３－１０－９　,139.80812,35.68826
生活協同組合パルシステム東京ホームヘルプサービス「辰巳陽だまり」,東京都江東区辰巳１－１－３４辰巳ビル３階,139.80833,35.64758
有限会社　千尋介護センター,東京都江東区常盤一丁目８番４号,139.79463,35.68544
アイゴケアサービス,東京都江東区豊洲４－２－７サンベルク豊洲２０２,139.79784,35.6551
なかよし指定訪問介護事業所,東京都江東区福住二丁目４番１号,139.79437,35.67775
あっとほ～む,東京都江東区千田２２－４丸千ビル２０１号,139.81636,35.68032
ケア２１　江東,東京都江東区東陽１－１５－５サンテラス木場１階,139.81047,35.66795
テルウェル東日本　江東介護センタ,東京都江東区亀戸１－３０－１０　メゾン・ド・アマキビル１階,139.82497,35.69466
ツクイ江東北砂,東京都江東区北砂６－２１－４紅ビル２０１,139.83797,35.6843
あすなろ介護サービス,東京都江東区住吉２－１－１４芙蓉ビル１０３,139.81403,35.68771
リキ　ケア,東京都江東区東陽４－８－３,139.8174,35.6715
ハートケアセンター,東京都江東区北砂５－１４－１４原田ビル２階,139.83456,35.68046
アイプラン,東京都江東区石島４－４　岩間ビル２０２号室,139.81142,35.68015
ベネッセ介護センター江東,東京都江東区亀戸７－５－８シティマークス亀戸１階,139.83356,35.69569
有限会社トータルケアサポート・わかば,東京都江東区大島４－１－２－１０９号,139.82912,35.68723
株式会社　ハート・トータルサービス,東京都品川区東五反田４－８－７,139.72649,35.6298
有限会社　ハートフル・ケア・サービス,東京都品川区西大井２-２３-１,139.72504,35.5986
株式会社　仁済　ヘルパーステーション品川,東京都品川区大井１－３６－１－１階,139.73126,35.60482
恵愛ヘルパーステーション,東京都品川区大井３－１７－８大井本通りビル,139.73087,35.60206
株式会社ライフケアーサービスセンター,東京都品川区北品川３－３－３東和ビル３階,139.73907,35.62114
ケアメイト品川訪問介護事業所,東京都品川区西大井２－４－１４,139.72235,35.5998
株式会社　エムツー・サポート　指定訪問介護事業所,東京都世田谷区深沢１－４１－１１－２Ｆ,139.66057,35.61847
株式会社　大崎ホームヘルプサービス,東京都品川区南品川四丁目１１番１号　グリーンハイム南品川５０３号室,139.73717,35.61264
株式会社ゆたか在宅福祉サービス指定訪問介護事業所,東京都品川区中延６－５－２０　,139.71118,35.60219
ニチイケアセンター大井町,東京都品川区東大井５－７－１０クレスト・ワン４Ｆ,139.73778,35.6072
ヘルパーステーションすずらん・ゆたか,東京都品川区豊町５－２－２０,139.71873,35.60651
品川区ホームヘルパーステーション大崎,東京都品川区西五反田５－６－４３　フォレストコート１Ｆ,139.71558,35.62434
さくら会ヘルパーステーション,東京都品川区南大井５－１９－１社会福祉法人　さくら会　南大井高齢者保健複合施設,139.73389,35.59467
ライフホームヘルプサービス,東京都品川区東品川２－２－２４天王洲セントラルタワー１８階,139.74919,35.62175
品川区ヘルパーステーション西大井,東京都品川区西大井二丁目４番４号,139.72235,35.5998
品川区ヘルパーステーション大原,東京都品川区豊町６－２５－１３－１階,139.71368,35.60373
生活協同組合パルシステム東京ホームヘルプサービス「八潮陽だまり」,東京都品川区八潮５－２－２八潮ビル２Ｆ,139.75323,35.60381
品川区ヘルパーステーション東品川第二,東京都品川区東品川３－２７－２５オフィスイン品川３階,139.74667,35.61182
ヒューマンヘルパー城南,東京都品川区西五反田５－２９－１,139.71259,35.62276
品川区ヘルパーステーション東品川,東京都品川区東品川三丁目１番５号,139.7466,35.61698
西五反田ホームヘルパーステーション,東京都品川区西五反田三丁目６番６号,139.71785,35.62768
ケア２１品川,東京都品川区南大井５－１７－７中村ビル１階,139.73306,35.59529
トキワ介護サービス,東京都品川区中延四丁目７番２０号,139.71297,35.60448
ヘルパーステーション・湯～亀,東京都品川区旗の台４－５－１７,139.70573,35.60268
株式会社　仁済ヘルパーステーション南大井,東京都品川区南大井４－１－１戸張ビル１Ｆ,139.7359,35.59948
ケアステーション桃の木,東京都大田区上池台１－１７－２－１０３,139.69659,35.60197
キララ介護サービス,東京都品川区平塚１－１３－８グリーンライフ山崎２０１,139.71556,35.6132
どりいみんぐヘルパーステーション,東京都品川区大崎２－６－１２　エクタスビル１Ｆ,139.72443,35.61752
テルウェル東日本　南品川介護センタ,東京都品川区大井３－４－１加瀬ビル１４８　３階,139.73196,35.60341
株式会社　サンライフ目黒　指定訪問介護事業所,東京都目黒区目黒１－４－８ニュー目黒ビル７Ｆ,139.71381,35.6344
ヘルパーステーション　目黒医療生協,東京都目黒区目黒本町６－６－８,139.69679,35.61866
ニチイケアセンター自由ヶ丘,東京都目黒区自由が丘２－１０－１６栗山ビル６階,139.66745,35.60843
ニチイケアセンター中目黒,東京都目黒区東山１－４－４　目黒東山ビル１Ｆ,139.69489,35.64693
訪問介護　ナイスケア,東京都目黒区大岡山１－５－１５ＮＣビル１Ｆ,139.68425,35.6104
ひまわり訪問介護入浴センター,東京都目黒区目黒三丁目１４番３号,139.70549,35.63283
目黒支援センター,東京都目黒区洗足二丁目２５番１６号　かたばみビル　１階,139.69446,35.6099
清徳会ホームヘルプステーション,東京都目黒区目黒本町４－２－１　,139.69768,35.62283
ジャパンスタッフ株式会社,東京都目黒区鷹番三丁目１番３号　リエール鷹番４０３号,139.68588,35.62964
やさしい手自由が丘訪問介護事業所,東京都目黒区自由が丘２－１１－１０　パルシィード４階,139.66725,35.60749
ホクトケアサポート,東京都目黒区鷹番１－９－９　エムジーハイツ１０１号,139.68756,35.62567
ツクイ目黒,東京都目黒区鷹番３－９－１１　薩川ビル１Ｆ,139.68582,35.63067
アースサポート目黒,東京都目黒区下目黒二丁目２１番１６号,139.70927,35.63241
有限会社　生羅,東京都目黒区中央町２－１６－３ミネタウンハウスＢ棟,139.68915,35.63277
えるはあと　ケアセンター,東京都目黒区中央町１－２－３高木ビル１階,139.6938,35.6301
ホームヘルプサービス　ソラスト大岡山,東京都目黒区大岡山１－３－４ドリームマンション１０１号室,139.68399,35.61224
不動前ヘルパーステーション,東京都目黒区下目黒３－１８－７　スカイコート２０１,139.70869,35.62758
有限会社　目黒ケアセンター,東京都目黒区目黒本町６－１７－３　,139.6945,35.61825
ヘルパーステーション　目黒医療生協　北部,東京都目黒区上目黒４－４－２１,139.69232,35.6414
(有)しんあいケアセンター　中目黒,東京都目黒区上目黒２－４９－１４,139.69403,35.64182
ベアタケア,東京都目黒区平町一丁目２６番地３号アーバンハイム１０１号,139.6772,35.61742
日介センター目黒,東京都目黒区祐天寺２－１６－１　倉方ビル１０３,139.69122,35.63623
愛隣会訪問介護ステーション,東京都目黒区大橋２－１９－３８,139.68199,35.65539
ケアメイト大田訪問介護事業所,東京都大田区池上三丁目３１番１１号　フナダビル２Ａ,139.70293,35.57389
株式会社　仁済　ヘルパーステーション大田,東京都大田区雪谷大塚町１－１４アウル雪谷２階,139.68109,35.59422
ニチイケアセンター池上,東京都大田区池上６－８－７　カレリアビル２階,139.70256,35.5716
ホームケア井上,東京都大田区鵜の木１－１６－２４ＨＩビル,139.68184,35.57516
訪問介護　エンゼル,東京都大田区東馬込２－１９－１１日邦ビル４０２,139.71568,35.59357
芙蓉ケアサービス,東京都大田区大森北２－１２－８,139.73488,35.58463
ヘルパーステーション　すずらん,東京都大田区大森中２－１３－２メゾンニトウ　Ｂ館１０５号,139.7348,35.56824
やさしい手　大田　訪問介護事業所,東京都大田区西蒲田５－２７－１３ＫＳビル５階,139.7135,35.56446
蒲田訪問介護ステーション,東京都大田区蒲田４－２３－１７－２０４,139.72173,35.5605
株式会社　エーナ　介護センター,東京都大田区東矢口二丁目１８番１７号,139.70189,35.56362
ニチイケアセンター蒲田,東京都大田区西蒲田７－４８－１４　Ｋ・Ｔ・Ｙビル４階,139.71375,35.56252
株式会社　シーン　ケア・シーン蒲田,東京都大田区南蒲田３－１－５,139.72621,35.55533
日介センター蒲田,東京都大田区多摩川１－１－１０ライオンズマンション森田多摩川２０１,139.70273,35.56181
株式会社　ユニオンケア,東京都大田区大森北６－１３－１,139.7345,35.57906
特定非営利活動法人　たすけあい大田はせさんずヘルパーステーション,東京都大田区池上４－２８－３,139.70451,35.57418
好日苑ヘルパーステーション上池台,東京都大田区上池台５－７－１,139.70232,35.59427
企業組合　ケアフォーラム田園調布,東京都大田区田園調布３－１－３,139.66672,35.59781
ニチイケアセンター大森,東京都大田区大森北１－３３－４湯建大森北ビルⅡ４階,139.72684,35.5853
株式会社　大崎ホームヘルプサービス　大田事業所,東京都大田区蒲田３－１６－１２　栄工舎４０１,139.72325,35.56303
有限会社　あんていけあ　,東京都目黒区平町１－２１－２１－３０２,139.67763,35.61873
アクセス訪問介護ステーション,東京都大田区蒲田本町２－２－１　第８坂入グリーンパークビル３階,139.71938,35.55805
ヘルパーステーション池上長寿園　南蒲田,東京都大田区南蒲田２－９－８,139.72459,35.55636
特定非営利活動法人　サポートぱんぷきん,東京都大田区大森西２－９－７　第２浅間マンション１０８号,139.73393,35.57694
有限会社　ベスト・フレンド　ホームヘルプサービス,東京都大田区中央七丁目１７番１９号　ファミーユ・パレ１階　,139.71664,35.57473
有限会社　ひまわり介護サービス,東京都大田区大森北３－５－４イルマンヒシモマンション２０１,139.73325,35.5842
（株）アンティ・ケア,東京都大田区南千束１－３４－５反町ビル２０１,139.69246,35.60114
おおきなき大田,東京都大田区南六郷２－２０－２,139.72087,35.54647
ノーマライズ株式会社,東京都大田区池上４－１６－８,139.70576,35.57355
有限会社　マリス・ステラ,東京都大田区北千束二丁目２０番７号,139.69565,35.60577
株式会社　ケアサービス　訪問介護　蒲田,東京都大田区新蒲田３－１５－７,139.70695,35.55675
訪問介護ナイスケア大田,東京都大田区北千束三丁目１７番１７号,139.6875,35.60618
あおぞら,東京都大田区蒲田一丁目１５番１３号　シャトー蒲田１－１Ｆ,139.72057,35.56521
ツクイ大田蒲田,東京都大田区蒲田５－４６－１０金親ビル２０１,139.71593,35.56017
スマイルケア,東京都大田区東雪谷２－１７－１２,139.68596,35.59425
ハート,東京都大田区羽田４－２１－１１タカツホームズ１Ｆ,139.7468,35.54846
医療法人社団　仁平会　平和島デイサービスセンター,東京都大田区大森北６－１７－１３　３階,139.73286,35.57927
港ケア・メイト,東京都港区三田２－１０－５エル・アルカサル三田７０１,139.74461,35.6507
ケアズファクトリー蒲田,東京都大田区新蒲田２－１－３　６階,139.7083,35.55979
萩中介護ステーション,東京都大田区萩中２－１５－１８雨甲斐ビル１０１号室,139.73064,35.5501
やさか　訪問介護事業所,東京都大田区西糀谷４－１６－２吉澤ビル２－１０１,139.73178,35.55503
株式会社ライフケアーサービスセンター大田事業所,東京都大田区西糀谷２－３１－１３グレースコートＫＭ１０６,139.7341,35.55732
　介護ケアー　たんぽぽ,東京都大田区鵜の木二丁目３番６号,139.68079,35.57568
介護サポート秋桜,東京都大田区新蒲田三丁目２３番１７号,139.70496,35.55553
有限会社　ひとみケアサービス,東京都大田区西糀谷３丁目１４番２２号杉浦ハウス１０１,139.73384,35.55463
ワークスタッフ　鵜の木,東京都大田区鵜の木２－１７－３ライオンズマンション鵜の木１階,139.67914,35.57613
吉野ヘルパーステーション,東京都大田区東矢口１－１４－２１,139.70306,35.56495
ライフサポート大田ケアステーション,東京都大田区蒲田３－３－２３杉山ビル１階,139.72203,35.56366
シンクハーツ・ケア,東京都大田区大森北３－２４－２５－１０２,139.73019,35.58302
レモン　ホームケアサービス,東京都大田区南久が原２－３２－１４庄野ビル２階,139.68481,35.57449
グラニー雪ヶ谷ケアステーション,東京都大田区東雪谷３－１０－９,139.69043,35.59285
ヘルパーステーション　すずらん馬込,東京都大田区北馬込１－１３－２,139.70435,35.60107
有限会社　スマイル・サービスセンター,東京都大田区南蒲田１－７－２０,139.72679,35.55946
アスナロ馬込介護ステーション,東京都大田区西馬込１－４－２馬込坂ハウス３０１,139.70784,35.58998
